id,label,category,hot_technology,in_demand,source,occurrences,occupations
sand,SAND,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
sap,SAP,Enterprise resource planning ERP software,true,true,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
sap_adaptive_server_enterprise,SAP Adaptive Server Enterprise,Data base management system software,false,false,O*NET Technology Skills 30.2,7,Computer Programmers; Computer Systems Analysts; Data Warehousing Specialists; Database Administrators; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
sap_business_intelligence,SAP Business Intelligence,Data base reporting software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
sap_business_objects,SAP Business Objects,Enterprise resource planning ERP software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
sap_businessobjects_data_integrator,SAP BusinessObjects Data Integrator,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,2,Business Intelligence Analysts; Computer Programmers
sap_businessobjects_desktop_intelligence,SAP BusinessObjects Desktop Intelligence,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
sap_crystal_reports,SAP Crystal Reports,Data base reporting software,false,false,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
sap_erp,SAP ERP,Enterprise resource planning ERP software,true,false,O*NET Technology Skills 30.2,4,Business Intelligence Analysts; Computer Systems Analysts; Information Technology Project Managers; Software Developers
sap_iq,SAP IQ,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
sap_master_data_management_mdm,SAP Master Data Management MDM,Metadata management software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
sap_netweaver,SAP NetWeaver,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
sap_netweaver_bw,SAP NetWeaver BW,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,4,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Data Warehousing Specialists
sap_powerbuilder,SAP PowerBuilder,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,4,Database Administrators; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
sap_powerdesigner,SAP PowerDesigner,Metadata management software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
sap_replication_server,SAP Replication Server,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
sas,SAS,Analytical or scientific software,true,true,O*NET Technology Skills 30.2,19,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
sas_data_integration_server,SAS Data Integration Server,Metadata management software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
sas_data_integration_studio,SAS Data Integration Studio,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,1,Database Architects
scala,Scala,Object or component oriented development software,true,true,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Research Scientists; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
scheduling,Scheduling,Calendar and scheduling software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
scheme,Scheme,Development environment software,false,false,O*NET Technology Skills 30.2,4,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers; Video Game Designers
schoology,Schoology,Computer based training software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
sciforma,Sciforma,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
scikit_learn,Scikit-learn,Development environment software,false,true,O*NET Technology Skills 30.2,2,Computer and Information Research Scientists; Data Scientists
scipy,SciPy,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
screencast_o_matic,Screencast-O-Matic,Video creation and editing software,false,false,O*NET Technology Skills 30.2,3,Information Technology Project Managers; Web Developers; Web and Digital Interface Designers
screencastify,Screencastify,Video creation and editing software,false,false,O*NET Technology Skills 30.2,4,Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
scriptella,Scriptella,Metadata management software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
secure_internet_filtering,Secure internet filtering,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
secure_shell_ssh,Secure shell SSH,Desktop communications software,false,false,O*NET Technology Skills 30.2,2,Information Security Analysts; Network and Computer Systems Administrators
security_assertion_markup_language_saml,Security assertion markup language SAML,Web platform development software,false,false,O*NET Technology Skills 30.2,3,Digital Forensics Analysts; Information Security Engineers; Penetration Testers
security_incident_management,Security incident management,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer Network Support Specialists; Information Security Analysts; Network and Computer Systems Administrators
security_risk_assessment,Security risk assessment,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
security_testing,Security testing,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
seesaw,Seesaw,Multi-media educational software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
segue_silkperformer,Segue SilkPerformer,Program testing software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
selenium,Selenium,Program testing software,true,true,O*NET Technology Skills 30.2,12,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
sentryone_sql_sentry,SentryOne SQL Sentry,Data base management system software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
servicenow,ServiceNow,Data base user interface and query software,true,true,O*NET Technology Skills 30.2,10,Computer Network Support Specialists; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Digital Forensics Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers
session_initiation_protocol_sip,Session Initiation Protocol SIP,Internet protocol IP multimedia subsystem software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
sharedplan_software_sharedplan_pro,SharedPlan Software SharedPlan Pro,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
shell_script,Shell script,Operating system software,true,true,O*NET Technology Skills 30.2,24,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Telecommunications Engineering Specialists; Web Administrators; Web Developers; Web and Digital Interface Designers
shiny,Shiny,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
siemens_teamcenter,Siemens Teamcenter,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
silver_peak,Silver Peak,Network operating system enhancement software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
simple_api_for_xml_sax,Simple API for XML SAX,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
simple_directmedia_layer_sdl,Simple DirectMedia Layer SDL,Development environment software,false,false,O*NET Technology Skills 30.2,1,Video Game Designers
simple_mail_transfer_protocol_smtp,Simple mail transfer protocol SMTP,Operating system software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
simple_network_management_protocol_snmp,Simple network management protocol SNMP,Administration software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
simulation,Simulation,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
simulation_program_with_integrated_circuit_emphasis_spice,Simulation program with integrated circuit emphasis SPICE,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
single_sign_on_sso,Single sign-on SSO,Authentication server software,false,true,O*NET Technology Skills 30.2,3,Digital Forensics Analysts; Information Security Engineers; Software Developers
sisense_prism,SiSense Prism,Data base reporting software,false,false,O*NET Technology Skills 30.2,1,Business Intelligence Analysts
sitecore_cms,Sitecore CMS,Content workflow software,false,false,O*NET Technology Skills 30.2,2,Web Developers; Web and Digital Interface Designers
sitemaster_sitesmart,SiteMaster SiteSmart,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Telecommunications Engineering Specialists
skype,Skype,Desktop communications software,false,false,O*NET Technology Skills 30.2,12,Business Intelligence Analysts; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
slack,Slack,Cloud-based data access and sharing software,true,false,O*NET Technology Skills 30.2,9,Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Digital Forensics Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
slido_interaction,Slido interaction,Network conferencing software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
smalltalk,Smalltalk,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,5,Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Software Developers; Software Quality Assurance Analysts and Testers
smart_card_management,Smart card management,Point of sale POS software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
smartbear_software_automated_build_studio,SmartBear Software Automated Build Studio,Development environment software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
smartbear_software_automatedqa_testcomplete,SmartBear Software AutomatedQA TestComplete,Program testing software,false,false,O*NET Technology Skills 30.2,1,Software Quality Assurance Analysts and Testers
smartsheet,Smartsheet,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
smsi_twister_data_integrator,SMSi Twister Data Integrator,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
smugmug_flickr,SmugMug Flickr,Graphics or photo imaging software,false,false,O*NET Technology Skills 30.2,5,Computer User Support Specialists; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
sniffer_investigator,Sniffer Investigator,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
snort,Snort,Network monitoring software,false,false,O*NET Technology Skills 30.2,8,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Network and Computer Systems Administrators
snowflake,Snowflake,Data mining software,true,true,O*NET Technology Skills 30.2,6,Business Intelligence Analysts; Computer and Information Research Scientists; Data Scientists; Database Administrators; Database Architects; Software Developers
social_media_sites,Social media sites,Web page creation and editing software,false,false,O*NET Technology Skills 30.2,4,Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
software_as_a_service_saas,Software as a service SaaS,Cloud-based data access and sharing software,false,false,O*NET Technology Skills 30.2,3,Blockchain Engineers; Computer Systems Engineers/Architects; Computer and Information Systems Managers
software_asset_management_sam,Software asset management SAM,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,2,Computer Systems Analysts; Computer User Support Specialists
software_development,Software development,Development environment software,false,true,O*NET Technology Skills 30.2,3,Penetration Testers; Software Developers; Web Administrators
software_distribution,Software distribution,Configuration management software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Computer Systems Analysts
software_distribution_management,Software distribution management,Administration software,false,false,O*NET Technology Skills 30.2,2,Software Developers; Software Quality Assurance Analysts and Testers
software_libraries,Software libraries,Development environment software,false,false,O*NET Technology Skills 30.2,5,Blockchain Engineers; Computer and Information Research Scientists; Information Security Engineers; Penetration Testers; Software Developers
solarwinds,SolarWinds,Cloud-based protection or security software,false,false,O*NET Technology Skills 30.2,7,Computer Network Architects; Computer Network Support Specialists; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Network and Computer Systems Administrators
solidity,Solidity,Development environment software,false,true,O*NET Technology Skills 30.2,1,Blockchain Engineers
sonarqube,SonarQube,Program testing software,false,false,O*NET Technology Skills 30.2,1,Software Developers
sonicwall_sonicos_enhanced,Sonicwall SonicOS Enhanced,Network security or virtual private network VPN management software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
sony_sound_forge,Sony Sound Forge,Music or sound editing software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
sorenson_media_sorenson_squeeze,Sorenson Media Sorenson Squeeze,Video creation and editing software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
sound_development,Sound development,Video creation and editing software,false,false,O*NET Technology Skills 30.2,1,Video Game Designers
source_code_editor,Source code editor,Program testing software,false,false,O*NET Technology Skills 30.2,4,Blockchain Engineers; Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
source_code_management_scm,Source code management SCM,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
source_code_migration,Source code migration,Development environment software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
spacy,spaCy,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
spark,Spark,Business intelligence and data analysis software,true,true,O*NET Technology Skills 30.2,17,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Research Scientists; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
spectraquest,SpectraQuest,Computer aided design CAD software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
splunk,Splunk,Cloud-based management software,true,true,O*NET Technology Skills 30.2,24,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
spring_boot,Spring Boot,Application server software,true,true,O*NET Technology Skills 30.2,13,Blockchain Engineers; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
spring_framework,Spring Framework,Web platform development software,true,true,O*NET Technology Skills 30.2,15,Blockchain Engineers; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
sql,SQL,Data base user interface and query software,true,true,O*NET Technology Skills 30.2,27,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Telecommunications Engineering Specialists; Video Game Designers; Web Administrators; Web Developers; Web and Digital Interface Designers
ssis,SSIS,Enterprise application integration software,true,true,O*NET Technology Skills 30.2,16,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
ssrs,SSRS,Object or component oriented development software,true,false,O*NET Technology Skills 30.2,18,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
stac_software_reachout,Stac Software ReachOut,Desktop communications software,false,false,O*NET Technology Skills 30.2,2,Computer Systems Analysts; Computer User Support Specialists
stack_smashing_protection_ssp,Stack smashing protection SSP,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
standpipe_studios_vertabase,Standpipe Studios Vertabase,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
statacorp_stata,StataCorp Stata,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,15,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers
static_analysis,Static analysis,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
statistical,Statistical,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
storage_area_network_san,Storage area network SAN,Storage networking software,false,false,O*NET Technology Skills 30.2,9,Computer Network Architects; Computer Network Support Specialists; Computer Systems Engineers/Architects; Database Administrators; Database Architects; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators
storage_management,Storage management,Storage networking software,false,false,O*NET Technology Skills 30.2,3,Computer Network Architects; Database Administrators; Database Architects
stress_testing,Stress testing,Program testing software,false,false,O*NET Technology Skills 30.2,3,Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
string_oriented_symbolic_language_snobol,String oriented symbolic language SNOBOL,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
structure_prediction,Structure prediction,Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
structured_query_report_sqr,Structured Query Report SQR,Data base management system software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
stylite_egroupware,Stylite eGroupWare,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
sun_microsystems_java_persistence_api,Sun Microsystems Java Persistence API,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Software Developers
sun_microsystems_java_servlet_api,Sun Microsystems Java Servlet API,Object or component oriented development software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
sun_microsystems_sun_one,Sun Microsystems Sun ONE,Transaction server software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
supervisory_control_and_data_acquisition_scada,Supervisory control and data acquisition SCADA,Industrial control software,false,false,O*NET Technology Skills 30.2,11,Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Quality Assurance Analysts and Testers; Telecommunications Engineering Specialists
swift,Swift,Object or component oriented development software,true,false,O*NET Technology Skills 30.2,15,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
switch,Switch,Switch or router software,false,false,O*NET Technology Skills 30.2,1,Web Administrators
symantec_blue_coat_data_loss_prevention,Symantec Blue Coat Data Loss Prevention,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
symantec_endpoint_protection,Symantec Endpoint Protection,Transaction security and virus protection software,false,false,O*NET Technology Skills 30.2,1,Information Security Analysts
symantec_ghost_solution_suite,Symantec Ghost Solution Suite,Computer imaging software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
symantec_intruder_alert,Symantec Intruder Alert,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Architects
symantec_livestate,Symantec LiveState,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
symantec_norton_utilities,Symantec Norton Utilities,Filesystem software,false,false,O*NET Technology Skills 30.2,1,Computer User Support Specialists
symantec_pcanywhere,Symantec pcAnywhere,Desktop communications software,false,false,O*NET Technology Skills 30.2,3,Computer Network Support Specialists; Computer Systems Analysts; Computer User Support Specialists
symantec_veritas_file,Symantec Veritas File,Filesystem software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
symantec_veritas_netbackup,Symantec Veritas NetBackup,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
symantec_veritas_volume_manager,Symantec Veritas Volume Manager,Filesystem software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
symantec_visual_cafe,Symantec Visual Cafe,Development environment software,false,false,O*NET Technology Skills 30.2,4,Computer Programmers; Computer Systems Analysts; Software Developers; Software Quality Assurance Analysts and Testers
symark_powerbroker,Symark PowerBroker,Access software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Engineers/Architects
symbolic_debugger,Symbolic debugger,Program testing software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
syntactically_awesome_style_sheets_sass,Syntactically awesome style sheets SASS,Web platform development software,false,false,O*NET Technology Skills 30.2,1,Web Developers
system_and_data_disaster_recovery,System and data disaster recovery,Backup or archival software,false,false,O*NET Technology Skills 30.2,4,Computer Network Architects; Computer Systems Analysts; Information Security Analysts; Network and Computer Systems Administrators
system_testing,System testing,Program testing software,false,false,O*NET Technology Skills 30.2,8,Computer Network Architects; Computer Systems Analysts; Computer and Information Research Scientists; Digital Forensics Analysts; Information Security Analysts; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers
systems_and_application_deployment_and_migration,Systems and application deployment and migration,Configuration management software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Analysts
systems_and_applications_migration,Systems and applications migration,Development environment software,false,false,O*NET Technology Skills 30.2,2,Computer Network Architects; Network and Computer Systems Administrators
systems_and_data_disaster_recovery,Systems and data disaster recovery,Backup or archival software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
systems_integration,Systems integration,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,1,Network and Computer Systems Administrators
tableau,Tableau,Business intelligence and data analysis software,true,true,O*NET Technology Skills 30.2,19,Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
talend_big_data_integration,Talend Big Data Integration,Data base management system software,false,false,O*NET Technology Skills 30.2,4,Data Warehousing Specialists; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
talend_data_fabric,Talend Data Fabric,Metadata management software,false,false,O*NET Technology Skills 30.2,4,Data Warehousing Specialists; Database Architects; Software Developers; Software Quality Assurance Analysts and Testers
talend_open_studio,Talend Open Studio,Enterprise application integration software,false,false,O*NET Technology Skills 30.2,2,Data Warehousing Specialists; Database Architects
talendforge,TalendForge,Data base management system software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
tanium,Tanium,Enterprise system management software,false,false,O*NET Technology Skills 30.2,1,Information Security Engineers
tape_backup_system,Tape backup system,Backup or archival software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
taskjuggler,TaskJuggler,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
tax,Tax,Accounting software,false,false,O*NET Technology Skills 30.2,7,Business Intelligence Analysts; Computer Programmers; Computer Systems Analysts; Computer User Support Specialists; Computer and Information Systems Managers; Information Technology Project Managers; Software Quality Assurance Analysts and Testers
tcpdump,Tcpdump,Network monitoring software,false,false,O*NET Technology Skills 30.2,5,Computer Network Architects; Computer Network Support Specialists; Information Security Analysts; Information Security Engineers; Network and Computer Systems Administrators
team_foundation_server,Team Foundation Server,Project management software,true,false,O*NET Technology Skills 30.2,4,Computer Systems Analysts; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers
teamdynamixhe,TeamDynamixHE,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
telnet_programs,Telnet programs,Network connectivity terminal emulation software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
tenrox_project_workforce_management,Tenrox Project Workforce Management,Project management software,false,false,O*NET Technology Skills 30.2,1,Information Technology Project Managers
tensorflow,TensorFlow,Analytical or scientific software,true,true,O*NET Technology Skills 30.2,3,Computer and Information Research Scientists; Data Scientists; Software Developers
teradata_active_enterprise_data_warehouse,Teradata Active Enterprise Data Warehouse,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,2,Database Administrators; Database Architects
teradata_bteq,Teradata BTEQ,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Data Warehousing Specialists
teradata_database,Teradata Database,Data base management system software,true,false,O*NET Technology Skills 30.2,20,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
